ImgPath,Label,Caption
/home/ImageNet1k/n02096437/ILSVRC2012_val_00003380.JPEG,"Dandie Dinmont, Dandie Dinmont terrier","A Dandie Dinmont terrier stands on a white background, looking alertly at the camera. The dog has a grey and white coat with a tuft of hair on its head."
/home/ImageNet1k/n03887697/ILSVRC2012_val_00034272.JPEG,paper towel,A roll of white paper towels sits on a wooden table. The paper towels are folded and have a slightly crumpled appearance. The label 'paper towel' is written on the image. The mood is practical and utilitarian.
/home/ImageNet1k/n04461696/ILSVRC2012_val_00049076.JPEG,"tow truck, tow car, wrecker",A man in a green shirt is working on a red tow truck in a field. The tow truck is a red wrecker.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00005590.JPEG,"whiptail, whiptail lizard","A whiptail lizard with black and yellow stripes on its back, walking on a rocky surface."
/home/ImageNet1k/n03888605/ILSVRC2012_val_00034879.JPEG,"parallel bars, bars","A man is standing on parallel bars, balancing with his arms outstretched. The setting is an urban area with brick walls and a sidewalk. The sky is blue with white clouds. The mood is confident and daring."
/home/ImageNet1k/n01871265/ILSVRC2012_val_00038663.JPEG,tusker,"An elephant with tusks stands in a field of dry grass and plants, eating leaves from a nearby tree. The elephant is grey and stands out against the brown and green background. The mood is calm and peaceful."
/home/ImageNet1k/n07754684/ILSVRC2012_val_00045950.JPEG,"jackfruit, jak, jack",A bunch of yellow jackfruit hanging from a tree.
/home/ImageNet1k/n01828970/ILSVRC2012_val_00040266.JPEG,bee eater,A colorful bird with a black beak perched on a branch.
/home/ImageNet1k/n03134739/ILSVRC2012_val_00034157.JPEG,croquet ball,A person stands on the grass with a croquet ball and mallet. The ball is red and the mallet is wooden. The scene has a relaxed and leisurely mood.
/home/ImageNet1k/n09256479/ILSVRC2012_val_00017232.JPEG,coral reef,A coral reef with a variety of colorful fish swimming around. The reef is covered in various types of coral and sea plants. The mood is serene and peaceful.
/home/ImageNet1k/n02708093/ILSVRC2012_val_00035392.JPEG,analog clock,"The image displays an analog clock on a blue background, with a calendar and weather widget below. The clock's hands are at 10:20, and the time appears to be cloudy. The overall mood is one of time and organization."
/home/ImageNet1k/n04485082/ILSVRC2012_val_00042052.JPEG,tripod,A camera on a tripod in a bedroom. The camera is on a wooden floor and is next to a bed. The room is dimly lit.
/home/ImageNet1k/n02259212/ILSVRC2012_val_00020354.JPEG,leafhopper,A leafhopper rests on a green leaf.
/home/ImageNet1k/n02843684/ILSVRC2012_val_00037860.JPEG,birdhouse,A red birdhouse is perched on a tree trunk. The tree has white bark and green moss. The birdhouse is a simple box with a front door and a small round window. The scene has a peaceful and serene mood.
/home/ImageNet1k/n13054560/ILSVRC2012_val_00040478.JPEG,bolete,"A small brown and white mushroom, possibly a bolete, grows out of a tree trunk. The mushroom has a brown stem and a white cap with a brown edge. The setting is a forest. The mood is serene and natural."
/home/ImageNet1k/n07734744/ILSVRC2012_val_00026237.JPEG,mushroom,A red mushroom with white spots sits on the grass.
/home/ImageNet1k/n01855672/ILSVRC2012_val_00032295.JPEG,goose,A black and white goose swimming in a lake.
/home/ImageNet1k/n04372370/ILSVRC2012_val_00031983.JPEG,"switch, electric switch, electrical switch",A white electric switch is mounted on a wall.
/home/ImageNet1k/n03291819/ILSVRC2012_val_00023706.JPEG,envelope,"A stack of white envelopes tied with twine and a card that says ""Thank you"" is placed on a table."
/home/ImageNet1k/n03063599/ILSVRC2012_val_00028344.JPEG,coffee mug,A row of brown coffee mugs are neatly arranged on a counter. The mugs have the logo of the first place market on them. The setting is a coffee shop. The mood is calm and organized.
/home/ImageNet1k/n02129604/ILSVRC2012_val_00029267.JPEG,"tiger, Panthera tigris","A tiger, Panthera tigris, walks through tall grass and weeds. The tiger is orange and black striped, with white paws. It has yellow eyes and a black nose. The tiger is stalking, and its body is low to the ground. The tiger's fur is bristly, and it appears to be growling. The tiger's eyes are focused on something in the distance. The tiger's body is low to the ground, ready to pounce. The tiger's stripes are vertical and irregular. The tiger's stripes are unique, like a fingerprint. The tiger's stripes help it blend into the tall grass and weeds. The tiger's stripes also help it regulate its body temperature. The tiger's stripes are a key feature of the tiger's coat."
/home/ImageNet1k/n02950826/ILSVRC2012_val_00039382.JPEG,cannon,A cannon on a brick circle on the ground.
/home/ImageNet1k/n03590841/ILSVRC2012_val_00042696.JPEG,"-lantern"",
","A spooky tree with no leaves stands in front of a building with windows lit up with glowing jack-o-lantern faces. The scene is set at night, with the sky above lit up with stars. The colors are a mix of orange, pink, and purple, creating a eerie and festive mood."
/home/ImageNet1k/n02098286/ILSVRC2012_val_00015415.JPEG,West Highland white terrier,Two white West Highland terriers lie together in a basket on the floor.
/home/ImageNet1k/n03843555/ILSVRC2012_val_00013316.JPEG,oil filter,A person wearing a blue glove is holding an oil filter.
/home/ImageNet1k/n01873310/ILSVRC2012_val_00006884.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",A platypus is sitting on top of a fish in a tank.
/home/ImageNet1k/n04562935/ILSVRC2012_val_00003749.JPEG,water tower,A water tower with a red stripe stands tall over the trees. The sky is blue with white clouds.
/home/ImageNet1k/n02112350/ILSVRC2012_val_00014547.JPEG,keeshond,A fluffy gray and black dog laying on the floor next to a white couch.
/home/ImageNet1k/n02992529/ILSVRC2012_val_00028116.JPEG,"cellular telephone, cellular phone, cellphone, cell, mobile phone",The HTC Touch Pro2 is a QWERTY-sliding device that has a 3.6-inch touchscreen display - HTC Touch Pro2 Review
/home/ImageNet1k/n02504458/ILSVRC2012_val_00041799.JPEG,"African elephant, Loxodonta africana","An African elephant, Loxodonta africana, stands on a sandy plain with tall grasses behind it. Its ears are flared and its trunk is raised, giving it a regal appearance. The elephant's skin is gray and wrinkled, and its tusks are short and white. The mood is one of calm and serenity, as the elephant surveys its surroundings."
/home/ImageNet1k/n01728920/ILSVRC2012_val_00014069.JPEG,"ringneck snake, ring-necked snake, ring snake",A man holds a ringneck snake on his arm.
/home/ImageNet1k/n04235860/ILSVRC2012_val_00049290.JPEG,sleeping bag,"A small dog is curled up in a red sleeping bag on the floor. The bag has a plaid pattern and is surrounded by a fuzzy blanket. The dog looks sad and lonely, possibly due to being alone in the house."
/home/ImageNet1k/n02814860/ILSVRC2012_val_00001866.JPEG,"beacon, lighthouse, beacon light, pharos","A lighthouse stands tall on a rocky cliff, its beacon light shining out over the ocean. The sky is a mix of purple and orange, with the sun setting in the distance. The scene has a serene and peaceful mood."
/home/ImageNet1k/n02966193/ILSVRC2012_val_00023992.JPEG,"carousel, carrousel, merry-go-round, roundabout, whirligig",A woman and a child are sitting on a merry-go-round horse. The horse is blue and yellow and the background is orange. The child is wearing a black jacket and jeans. The woman is wearing a grey jacket and black shorts. They are smiling and the mood is joyful.
/home/ImageNet1k/n03982430/ILSVRC2012_val_00046005.JPEG,"pool table, billiard table, snooker table",A woman with long black hair playing pool. She is leaning over the table and holding a pool cue. The table is green and the cue ball is black and white. The wall is made of brick and there are other people in the room. The mood is focused and competitive.
/home/ImageNet1k/n04209133/ILSVRC2012_val_00036943.JPEG,shower cap,Two children wearing shower caps and traditional Japanese clothing perform in a theater.
/home/ImageNet1k/n04266014/ILSVRC2012_val_00020519.JPEG,space shuttle,"A space shuttle is on display outside, surrounded by bushes and flowers. The shuttle is white and black, with a United States logo on the side. The sky is blue and there is a palm tree nearby. The mood is one of awe and wonder, as visitors can't help but admire the massive spacecraft."
/home/ImageNet1k/n03250847/ILSVRC2012_val_00035927.JPEG,drumstick,A purple cloth wrapped around a wooden drumstick. The drumstick is laying on top of a black surface. The background is a grey wall. The mood is calm and focused.
/home/ImageNet1k/n03482405/ILSVRC2012_val_00008274.JPEG,hamper,A man in a suit holding a wicker hamper.
/home/ImageNet1k/n04357314/ILSVRC2012_val_00022026.JPEG,"sunscreen, sunblock, sun blocker","A woman in a bikini and straw hat sits on a beach with sunscreen in the shape of the sun on her back. The sun is depicted in white, and the woman is looking out at the ocean. The scene is set at the beach, and the woman appears relaxed and enjoying her time."
/home/ImageNet1k/n03216828/ILSVRC2012_val_00001729.JPEG,"dock, dockage, docking facility","Aerial view of a dock, dockage, docking facility with ships and boats in the water. Cars and trucks are parked on the dock. The buildings are red brick. The water is blue. The mood is calm and peaceful."
/home/ImageNet1k/n07730033/ILSVRC2012_val_00046230.JPEG,cardoon,A purple cardoon flower with white stamen in a field.
/home/ImageNet1k/n07693725/ILSVRC2012_val_00019958.JPEG,"bagel, beigel",A pile of bagels on a yellow towel.
/home/ImageNet1k/n07747607/ILSVRC2012_val_00001778.JPEG,orange,"A slice of pie with orange slices on top, served on a white plate with a fork. The pie has a golden-brown crust and a golden filling. The orange slices are vibrant and have a slightly translucent appearance. The setting is a dining table. The mood is one of anticipation, as the fork is ready to be used to eat the delicious dessert."
/home/ImageNet1k/n01734418/ILSVRC2012_val_00017967.JPEG,"king snake, kingsnake",A black king snake coiled up on a white and tan blanket.
/home/ImageNet1k/n02066245/ILSVRC2012_val_00020123.JPEG,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus","A grey whale lies on rocks, surrounded by seagulls."
/home/ImageNet1k/n07248320/ILSVRC2012_val_00039318.JPEG,"book jacket, dust cover, dust jacket, dust wrapper","A book jacket, dust cover, dust jacket, and dust wrapper are arranged on a green surface. The book jackets are red and white, and one features a man in a suit. The books are about life in a mafia family and the great mouthpiece. The mood is serious and informative."
/home/ImageNet1k/n02107574/ILSVRC2012_val_00022176.JPEG,Greater Swiss Mountain dog,"A Greater Swiss Mountain dog sits on snow-covered ground, looking up at the camera. Its coat is black, white, and tan, and it wears a red collar with tags. The dog's ears are black and its nose is black. The mood is curious and expectant."
/home/ImageNet1k/n02098413/ILSVRC2012_val_00033763.JPEG,"Lhasa, Lhasa apso","A white Lhasa apso dog lays on a couch with a stuffed animal. The couch is covered in a green and black blanket. The dog is sleeping, and the stuffed animal is in front of it. The scene is peaceful and cozy."
/home/ImageNet1k/n03026506/ILSVRC2012_val_00024373.JPEG,Christmas stocking,"A pile of Christmas gifts and a stocking sit on a blue blanket on the floor. The stocking is red and white, and the gifts are wrapped in colorful paper. The mood is festive and joyful."
/home/ImageNet1k/n02396427/ILSVRC2012_val_00019873.JPEG,"wild boar, boar, Sus scrofa","A wild boar, Sus scrofa, stands on a blue tarp in a grassy field."
/home/ImageNet1k/n02526121/ILSVRC2012_val_00032840.JPEG,eel,"A spotted eel with a black and white pattern is shown with its mouth open, revealing its teeth. The background is a bright blue."
/home/ImageNet1k/n04597913/ILSVRC2012_val_00013690.JPEG,wooden spoon,A woman wearing glasses and a blue shirt holds a wooden spoon over her head and gives a thumbs up. The restaurant has a bar and shelves of wine bottles.
/home/ImageNet1k/n02090622/ILSVRC2012_val_00046420.JPEG,"borzoi, Russian wolfhound",A white dog with a bone in its mouth runs through the grass.
/home/ImageNet1k/n04136333/ILSVRC2012_val_00010167.JPEG,sarong,A white sarong with a colorful floral pattern is displayed.
/home/ImageNet1k/n09472597/ILSVRC2012_val_00002103.JPEG,volcano,"A large mountain with a snow-capped peak overlooks a large body of water. The sun is setting, casting a warm glow on the mountain. The sky is a mix of blue and pink. The scene is serene and peaceful."
/home/ImageNet1k/n02965783/ILSVRC2012_val_00016380.JPEG,car mirror,"A car mirror reflects a quote about opportunities being closer than they appear. The scene is black and white, with a few trees in the background. The mood is reflective and philosophical."
/home/ImageNet1k/n02795169/ILSVRC2012_val_00018351.JPEG,"barrel, cask",A woman in a dark room surrounded by barrels and casks. The room is dimly lit and has a somewhat eerie atmosphere.
/home/ImageNet1k/n04428191/ILSVRC2012_val_00034195.JPEG,"thresher, thrasher, threshing machine","A green combine harvester is driving through a field of wheat, harvesting the crops. The sky is blue with fluffy white clouds, and the sun is shining brightly. The machine is making a loud noise as it moves through the field, and the crops are being pushed into the back of the machine. The mood is one of hard work and productivity, as the farmer prepares to bring in the harvest."
/home/ImageNet1k/n03781244/ILSVRC2012_val_00049565.JPEG,monastery,"A metal gate in front of a white building with a cross on top. The gate has ornate designs and says ""convenios da vida"" in metal letters. The sky is blue with white clouds."
/home/ImageNet1k/n02071294/ILSVRC2012_val_00024749.JPEG,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",A pair of killer whales jump out of the water.
/home/ImageNet1k/n02951585/ILSVRC2012_val_00000101.JPEG,"can opener, tin opener",A can opener with a white handle and a grey ring around the blade. The tin opener has a pink handle and a grey ring around the blade. The can opener is on a grey background.
/home/ImageNet1k/n02097658/ILSVRC2012_val_00004989.JPEG,"silky terrier, Sydney silky",A silky terrier named Sydney sits on a red rug.
/home/ImageNet1k/n02009912/ILSVRC2012_val_00001871.JPEG,"American egret, great white heron, Egretta albus","A flock of American egrets and great white herons fly across the sky, their wings outstretched. The sky is a deep blue, with the moon in the background. The birds are silhouetted against the sky, creating a serene and peaceful mood."
/home/ImageNet1k/n04366367/ILSVRC2012_val_00004429.JPEG,suspension bridge,"A suspension bridge with two people walking on it. The bridge is made of stone and has a white fence on both sides. The sky is grey and overcast, casting a somber mood on the scene."
/home/ImageNet1k/n03958227/ILSVRC2012_val_00023547.JPEG,plastic bag,"An elderly man walking down the street with a cane, carrying two plastic bags."
/home/ImageNet1k/n02870880/ILSVRC2012_val_00020091.JPEG,bookcase,"A large bookcase with many books, a TV, and other electronics."
/home/ImageNet1k/n02840245/ILSVRC2012_val_00010818.JPEG,"binder, ring-binder",A red binder with a gold ring is open to reveal a burgundy interior. The binder is made of leather and has a zippered compartment.
/home/ImageNet1k/n04355933/ILSVRC2012_val_00008988.JPEG,sunglass,"A pair of sunglasses rests on a stack of DVDs on a table. The image is in black and white, giving it a nostalgic feel. The table is cluttered with various books and DVDs, indicating a busy or disorganized space. The presence of the sunglasses suggests that the owner may have been looking for something and left them there. The mood is somewhat somber, as the black and white color scheme adds a sense of seriousness to the scene."
/home/ImageNet1k/n02093859/ILSVRC2012_val_00000062.JPEG,Kerry blue terrier,A black Kerry blue terrier stands on a muddy patch of grass near a body of water.
/home/ImageNet1k/n03065424/ILSVRC2012_val_00002829.JPEG,"coil, spiral, volute, whorl, helix",A spiral of red grapes on a green background.
/home/ImageNet1k/n02113978/ILSVRC2012_val_00021475.JPEG,Mexican hairless,A woman wearing a blue shirt holds a small brown dog with a red collar.
/home/ImageNet1k/n03062245/ILSVRC2012_val_00005812.JPEG,cocktail shaker,A penguin-shaped cocktail shaker sits on a counter with two other metal shakers. Next to it are several condiment bottles and a spoon. The scene is set in a kitchen.
/home/ImageNet1k/n03249569/ILSVRC2012_val_00043224.JPEG,"drum, membranophone, tympan",Two drummers perform in front of a crowd.
/home/ImageNet1k/n03777754/ILSVRC2012_val_00024772.JPEG,modem,A black modem sitting on a black box with a power cord plugged into it.
/home/ImageNet1k/n03450230/ILSVRC2012_val_00012613.JPEG,gown,A woman in a flowing pink gown sits on a flight of stairs.
/home/ImageNet1k/n03899768/ILSVRC2012_val_00024670.JPEG,"patio, terrace",A patio with a stone wall and lattice fence. A picnic table and two buckets are on the ground. The scene is bright and sunny.
/home/ImageNet1k/n01945685/ILSVRC2012_val_00027532.JPEG,slug,A slug on the ground next to a metal object. The ground is covered in dirt and rocks. The mood is somber.
/home/ImageNet1k/n04317175/ILSVRC2012_val_00008854.JPEG,stethoscope,A green stethoscope with a silver head lies on a white surface.
/home/ImageNet1k/n09288635/ILSVRC2012_val_00001270.JPEG,geyser,"A geyser spews steam and water into the air, surrounded by a barren landscape. The sky is blue and the water is muddy brown. The scene has a desolate, otherworldly quality."
/home/ImageNet1k/n06794110/ILSVRC2012_val_00048795.JPEG,street sign,"A man in a kayak is holding a street sign that says ""Lakeridge Dr."" The water is dark and there are trees in the background. The scene has a somber mood."
/home/ImageNet1k/n02177972/ILSVRC2012_val_00025754.JPEG,weevil,"A weevil is standing on a pink surface. It is a small, dark-colored insect with four legs and antennae. The scene is set outdoors, with the weevil being the main focus of the image. The colors are muted, with the weevil's dark color contrasting with the pink surface. The mood is calm and peaceful, with the weevil appearing at ease in its environment."
/home/ImageNet1k/n04019541/ILSVRC2012_val_00013391.JPEG,"puck, hockey puck","A hockey player falls on the ice, a hockey puck nearby."
/home/ImageNet1k/n03594945/ILSVRC2012_val_00019849.JPEG,"jeep, landrover",A green landrover jeep is parked on gravel in front of a tree.
/home/ImageNet1k/n02027492/ILSVRC2012_val_00015908.JPEG,"red-backed sandpiper, dunlin, Erolia alpina","A red-backed sandpiper, dunlin, or Erolia alpina, stands on a rocky beach. The bird has a long, thin beak and a white belly. The rocks are covered in white growths. The bird's black and brown feathers contrast with the dark rocks. The mood is peaceful and serene."
/home/ImageNet1k/n02094258/ILSVRC2012_val_00021697.JPEG,Norwich terrier,A person holding a small brown and gray dog with a blue tag on its collar.
/home/ImageNet1k/n04162706/ILSVRC2012_val_00023017.JPEG,"seat belt, seatbelt",A seat belt is fastened in the back of a car.
/home/ImageNet1k/n04153751/ILSVRC2012_val_00001878.JPEG,screw,"The image shows a close-up of three screws on an orange background. The screws are all hexagonal head screws with a cylindrical shape. They are made of stainless steel and have a silver color. The screws are in various positions, some are close together, and some are further apart. The setting is indoor, and the mood is focused and serious."
/home/ImageNet1k/n03255030/ILSVRC2012_val_00007949.JPEG,dumbbell,"A pair of 35 pound dumbbells sit on the grass, one lying on its side. The grass is green and brown, with a yellow flower nearby."
/home/ImageNet1k/n04548280/ILSVRC2012_val_00004662.JPEG,wall clock,A large pink and white wall clock with floral designs and black hands.
/home/ImageNet1k/n04429376/ILSVRC2012_val_00003519.JPEG,throne,A throne room with a red and gold throne.
/home/ImageNet1k/n09332890/ILSVRC2012_val_00001323.JPEG,"lakeside, lakeshore",A man stands on a bridge over a lake with mountains in the background. The sky is cloudy.
/home/ImageNet1k/n03775071/ILSVRC2012_val_00014326.JPEG,mitten,A person wearing a purple and yellow mitten on their hand.
/home/ImageNet1k/n03388043/ILSVRC2012_val_00013530.JPEG,fountain,A little girl wearing pink shorts and a blue shirt is standing on a grate in the middle of a fountain. She is kicking water and smiling.
/home/ImageNet1k/n07714571/ILSVRC2012_val_00043778.JPEG,head cabbage,A pile of green cabbage heads.
/home/ImageNet1k/n04065272/ILSVRC2012_val_00020702.JPEG,"recreational vehicle, RV, R.V.","A large recreational vehicle, RV, R.V. is parked in a driveway. The RV is silver and red with a red and white stripe. The RV is parked in front of a house."
/home/ImageNet1k/n02088466/ILSVRC2012_val_00007178.JPEG,"bloodhound, sleuthhound",A Bloodhound dog sitting in a garden with green grass and bushes. The dog has a black collar on and is looking up at the camera.
/home/ImageNet1k/n04039381/ILSVRC2012_val_00031107.JPEG,"racket, racquet",A man wearing a grey shirt and red shorts swings a tennis racket.
/home/ImageNet1k/n02105412/ILSVRC2012_val_00033644.JPEG,kelpie,A kelpie dog runs through the grass with its tongue hanging out.
/home/ImageNet1k/n03425413/ILSVRC2012_val_00002049.JPEG,"gas pump, gasoline pump, petrol pump, island dispenser","A gas pump and gasoline pump are side by side on a brick island. They are red and yellow and have a sign that says ""Shell"". A bench is in front of the gas pumps."
/home/ImageNet1k/n02815834/ILSVRC2012_val_00000253.JPEG,beaker,A beaker with a purple liquid sits on a table.
/home/ImageNet1k/n04263257/ILSVRC2012_val_00011619.JPEG,soup bowl,A bowl of soup with a spoon in it sits on a plate. The soup is pink and garnished with mint and croutons. The plate is on a table.
/home/ImageNet1k/n02988304/ILSVRC2012_val_00023623.JPEG,CD player,A black CD player sits on top of a brown cabinet. The cabinet is made of wood and has a shiny finish. The CD player is stacked on top of another black electronic device. The electronic devices are stacked on top of a wooden table. The mood of the image is one of organization and efficiency.
/home/ImageNet1k/n03478589/ILSVRC2012_val_00047819.JPEG,half track,A military vehicle on display in a museum.
/home/ImageNet1k/n04476259/ILSVRC2012_val_00041437.JPEG,tray,A wooden tray with a pattern of a star on it.
/home/ImageNet1k/n02701002/ILSVRC2012_val_00025469.JPEG,ambulance,An ambulance is parked in a parking lot.
/home/ImageNet1k/n03290653/ILSVRC2012_val_00011108.JPEG,entertainment center,A wooden entertainment center houses a television in a pink living room.
/home/ImageNet1k/n03197337/ILSVRC2012_val_00029469.JPEG,digital watch,A close-up of a Swiss military watch with a purple face and silver accents. The watch is on a red background with a black strap. The watch is also described as a digital watch. The mood is serious and professional.
/home/ImageNet1k/n03871628/ILSVRC2012_val_00042417.JPEG,packet,"The image shows a wooden table with several bags of yarn. The bags are filled with different colors and sizes of yarn. The setting is cozy and inviting, with the colors of the yarn creating a warm and cheerful mood. The bags are neatly arranged on the table, ready for use in knitting or crochet projects."
/home/ImageNet1k/n01751748/ILSVRC2012_val_00033157.JPEG,sea snake,"A sea snake slithers through the ocean floor, surrounded by rocks and coral. The water is a mix of blue and green, with a few small fish nearby. The mood is serene and peaceful."
/home/ImageNet1k/n04548362/ILSVRC2012_val_00018637.JPEG,"wallet, billfold, notecase, pocketbook","A black wallet with a yellow and red label that says 'Errol's' on it. The wallet is open, revealing a black interior with a yellow label on the right side. The wallet is sitting on a white surface."
/home/ImageNet1k/n04009552/ILSVRC2012_val_00007775.JPEG,projector,A black projector sits on a white surface.
/home/ImageNet1k/n04465501/ILSVRC2012_val_00030960.JPEG,tractor,A red and yellow tractor with black tires sits in a park.
/home/ImageNet1k/n02841315/ILSVRC2012_val_00007638.JPEG,"binoculars, field glasses, opera glasses","A black and silver pair of binoculars, field glasses, or opera glasses sits on a stone walkway near the water."
/home/ImageNet1k/n02804414/ILSVRC2012_val_00043667.JPEG,bassinet,"A woman stands next to a bassinet holding a teddy bear and a bottle of baby spray. The room is filled with various items related to babies, including a toy stroller and a poster on a nearby desk. The atmosphere is cheerful and welcoming, with pink decorations and bright colors scattered throughout the scene."
/home/ImageNet1k/n03259280/ILSVRC2012_val_00014647.JPEG,Dutch oven,"A large grey Dutch oven sits on a wooden cutting board on a counter. The lid is labeled ""La Cocotte."""
/home/ImageNet1k/n06596364/ILSVRC2012_val_00030390.JPEG,comic book,A giraffe comic book cover featuring a cartoon monkey on a swing. The sky is blue with white clouds and the giraffes are in a repeating pattern. The mood is playful and whimsical.
/home/ImageNet1k/n07697537/ILSVRC2012_val_00014874.JPEG,"hotdog, hot dog, red hot","A plate of five hot dogs, one of which has ketchup and mustard on it. The plate is on a red table."
/home/ImageNet1k/n04458633/ILSVRC2012_val_00049132.JPEG,totem pole,A totem pole is surrounded by trees and has a bird painted on it.
/home/ImageNet1k/n07590611/ILSVRC2012_val_00038436.JPEG,"hot pot, hotpot","A hot pot of soup sits on a table, surrounded by other pots and bowls. The soup contains noodles, meat, and vegetables, and is surrounded by a few carrots. The table is made of wood, and the pots and bowls are placed on a burner. The mood is warm and inviting, with the soup looking delicious and comforting."
/home/ImageNet1k/n03000684/ILSVRC2012_val_00046764.JPEG,"chain saw, chainsaw",A man is using a chainsaw to cut ice.
/home/ImageNet1k/n02167151/ILSVRC2012_val_00014278.JPEG,"ground beetle, carabid beetle","A black ground beetle with a white stripe on its back, crawling on a piece of wood."
/home/ImageNet1k/n07831146/ILSVRC2012_val_00036499.JPEG,carbonara,"A table is set with a plate of salad, a plate of pasta, and a bottle of wine. The label ""carbonara"" suggests a dish of pasta with eggs and cheese. The mood is relaxed and social, with a glass of red wine and a bottle of wine on the table."
/home/ImageNet1k/n01820546/ILSVRC2012_val_00045836.JPEG,lorikeet,A colorful lorikeet with a red beak and blue head.
/home/ImageNet1k/n02939185/ILSVRC2012_val_00034236.JPEG,"caldron, cauldron","A wicker bowl with a candle inside sits on a wicker tray. The tray is placed on a table with a white tablecloth. The table also has two large pots, one on the left and one on the right. The pots are made of metal and are large enough to hold a substantial amount of food. The table is set for a meal, and the mood is one of anticipation and warmth."
/home/ImageNet1k/n02115913/ILSVRC2012_val_00025537.JPEG,"dhole, Cuon alpinus","A dhole, Cuon alpinus, lies on the ground with its eyes open."
/home/ImageNet1k/n04209239/ILSVRC2012_val_00006852.JPEG,shower curtain,A colorful shower curtain with pictures of flowers on it.
/home/ImageNet1k/n03670208/ILSVRC2012_val_00042842.JPEG,"limousine, limo","A white limousine stretches out into a long Hummer vehicle, driving down a city street. The sky is blue and the sun is shining."
/home/ImageNet1k/n02488702/ILSVRC2012_val_00010182.JPEG,"colobus, colobus monkey",Two black and white Colobus monkeys sit on the grass. One monkey has its arms wrapped around its chest and appears to be smiling. The other monkey is looking to the right.
/home/ImageNet1k/n03770679/ILSVRC2012_val_00008139.JPEG,minivan,A dog is laying on the back of a minivan.
/home/ImageNet1k/n02655020/ILSVRC2012_val_00041768.JPEG,"puffer, pufferfish, blowfish, globefish","A pufferfish with yellow fins and a brown body swims in the ocean. The water is a mix of green and blue, and the sand is white. The mood is serene and peaceful."
/home/ImageNet1k/n02127052/ILSVRC2012_val_00036625.JPEG,"lynx, catamount","Three lynx are sitting on a snowy hill. Their fur is brown and black, with white paws. The sky is blue and the snow is bright white. They look alert and ready to pounce."
