ImgPath,Label,Caption
/home/ImageNet1k/n01630670/ILSVRC2012_val_00023932.JPEG,"common newt, Triturus vulgaris","A person holds a small black and yellow salamander in their hand. The salamander is a common newt, Triturus vulgaris, and is about 6 inches long. The colors are vivid and bright, with black and yellow spots. The mood is curious and playful, as the salamander seems to be exploring its surroundings."
/home/ImageNet1k/n01630670/ILSVRC2012_val_00047713.JPEG,"common newt, Triturus vulgaris","A common newt, Triturus vulgaris, is seen in the image, resting on a plant in a pond. The water is murky and brown, with aquatic plants visible in the background. The mood is serene and tranquil, as the newt appears to be at ease in its natural habitat."
/home/ImageNet1k/n01630670/ILSVRC2012_val_00003702.JPEG,"common newt, Triturus vulgaris","A common newt, Triturus vulgaris, sits on a bed of green leaves. Its body is a mix of orange and black, and it has a long, slender tail. Its eyes are black and its skin is dry. The mood of the image is calm and serene."
/home/ImageNet1k/n01630670/ILSVRC2012_val_00040174.JPEG,"common newt, Triturus vulgaris","A common newt, Triturus vulgaris, sits on a mossy surface. Its body is a deep reddish-brown with lighter stripes down its back and tail. Its eyes are black and its skin is moist. The newt appears to be relaxed and is surrounded by green moss."
/home/ImageNet1k/n02398521/ILSVRC2012_val_00019345.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius","A hippopotamus, also known as a hippo, river horse, or Hippopotamus amphibius, floats in a blue pool."
/home/ImageNet1k/n02398521/ILSVRC2012_val_00032449.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius",A large hippopotamus stands in a grassy field.
/home/ImageNet1k/n02398521/ILSVRC2012_val_00027933.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius",A large hippopotamus swimming in a crystal clear river.
/home/ImageNet1k/n02398521/ILSVRC2012_val_00027472.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius","A hippopotamus is in a pool of water, viewed through a glass wall. The water is green and murky. A child sits on the floor, watching the animal."
/home/ImageNet1k/n02398521/ILSVRC2012_val_00030665.JPEG,"hippopotamus, hippo, river horse, Hippopotamus amphibius",A hippopotamus partially submerged in a pool of water.
/home/ImageNet1k/n01910747/ILSVRC2012_val_00038400.JPEG,jellyfish,A jellyfish is floating above a performer in a dark arena. The audience is watching the performance intently.
/home/ImageNet1k/n01910747/ILSVRC2012_val_00000386.JPEG,jellyfish,A single jellyfish floats in the deep blue sea. Its tentacles trail behind it like wispy hair. The jellyfish is a beautiful shade of pink and orange against the dark blue background. The mood is serene and peaceful.
/home/ImageNet1k/n01910747/ILSVRC2012_val_00044127.JPEG,jellyfish,"A jellyfish is seen in the dark water, its tentacles flowing gracefully. Its yellow color stands out against the black background, creating a moody and serene scene."
/home/ImageNet1k/n01910747/ILSVRC2012_val_00007434.JPEG,jellyfish,"A jellyfish swims through the water, its tentacles trailing behind it. The water is a deep blue, and the jellyfish is surrounded by a school of small fish. The jellyfish is a beautiful, graceful creature, floating weightlessly through the water."
/home/ImageNet1k/n01910747/ILSVRC2012_val_00010869.JPEG,jellyfish,"A white jellyfish floating in the water near the shore. The water is calm and still, with small ripples in the distance. The sky is a pale blue color, and the sun is shining brightly. The mood is serene and peaceful."
/home/ImageNet1k/n03131574/ILSVRC2012_val_00021644.JPEG,"crib, cot",A baby is lying in a white crib with a blue blanket and pillow. The crib has a white canopy and is placed on a wooden floor. The baby is looking up.
/home/ImageNet1k/n03131574/ILSVRC2012_val_00003173.JPEG,"crib, cot",A crib with a brown wooden frame and a white and brown quilt.
/home/ImageNet1k/n03131574/ILSVRC2012_val_00045719.JPEG,"crib, cot",Two babies lying in a crib with a green and blue bumper pad. The crib has a hanging mobile and a teddy bear. The babies are wearing light blue and white onesies. The crib is next to a wall.
/home/ImageNet1k/n03131574/ILSVRC2012_val_00031029.JPEG,"crib, cot",A baby's feet sticking out of a crib.
/home/ImageNet1k/n03131574/ILSVRC2012_val_00015227.JPEG,"crib, cot",A crib with a blue and white blanket and a brown teddy bear pattern.
/home/ImageNet1k/n01580077/ILSVRC2012_val_00003861.JPEG,jay,"A blue jay with blue and white feathers, a black beak, and black eyes."
/home/ImageNet1k/n01580077/ILSVRC2012_val_00001508.JPEG,jay,"A blue and black bird, a Jay, perched on a tree branch."
/home/ImageNet1k/n01580077/ILSVRC2012_val_00042248.JPEG,jay,A jay perched on a tree branch surrounded by tall grass.
/home/ImageNet1k/n01580077/ILSVRC2012_val_00010240.JPEG,jay,A blue jay perched on a tree branch.
/home/ImageNet1k/n01580077/ILSVRC2012_val_00028440.JPEG,jay,"A blue jay perched on a branch, looking to the left. The bird has blue feathers on its head and back, white feathers on its belly, and a blue tail. The background is a mix of brown and beige, creating a natural setting. The mood is serene and peaceful."
/home/ImageNet1k/n02101388/ILSVRC2012_val_00015972.JPEG,Brittany spaniel,A brown and white Brittany spaniel wades through a shallow body of water.
/home/ImageNet1k/n02101388/ILSVRC2012_val_00011777.JPEG,Brittany spaniel,"A black and white Brittany spaniel sits in the grass, looking at the camera. The dog has a white face with black spots and black ears. The dog is wearing a collar with a tag. The sun is shining, casting a shadow on the dog's body. The mood is calm and relaxed."
/home/ImageNet1k/n02101388/ILSVRC2012_val_00031633.JPEG,Brittany spaniel,A white and brown Brittany spaniel walking in the snow with a black leash.
/home/ImageNet1k/n02101388/ILSVRC2012_val_00017331.JPEG,Brittany spaniel,A brown and white Brittany spaniel peers out from a window.
/home/ImageNet1k/n02101388/ILSVRC2012_val_00015176.JPEG,Brittany spaniel,"A brown and white Brittany spaniel sits on a sidewalk, looking off to the side. The dog is alert and focused on something in the distance."
/home/ImageNet1k/n03775546/ILSVRC2012_val_00000173.JPEG,mixing bowl,A white mixing bowl with a pattern of brown snowflakes and stars sits on a red cloth on a table.
/home/ImageNet1k/n03775546/ILSVRC2012_val_00005835.JPEG,mixing bowl,"A stack of three pink and white mixing bowls sits on a blue counter. The bowls are nested inside each other, with the largest bowl at the bottom and the smallest at the top. The bowls are made of glass and have a vintage look. The color of the bowls is a pale pink with a white rim. The counter is clean and ready for use."
/home/ImageNet1k/n03775546/ILSVRC2012_val_00026744.JPEG,mixing bowl,A set of blue mixing bowls stacked on top of each other.
/home/ImageNet1k/n03775546/ILSVRC2012_val_00046554.JPEG,mixing bowl,"A wooden shelf with a variety of items, including a mixing bowl, a Dr Pepper cup, and a piggy bank. The items are colorful and well-organized, creating a cheerful and playful mood."
/home/ImageNet1k/n03775546/ILSVRC2012_val_00032973.JPEG,mixing bowl,A stack of colorful mixing bowls on a wooden table.
/home/ImageNet1k/n04456115/ILSVRC2012_val_00008917.JPEG,torch,A person is holding a torch with a flame at a festival. The torch is red and white and has a flame on top. The festival has tents and people walking around. The atmosphere is festive and lively.
/home/ImageNet1k/n04456115/ILSVRC2012_val_00046509.JPEG,torch,"A crowd of people stand in a stadium, holding red and white balloons. A torch is lit, creating a fiery orange glow. The stadium is filled with red and white balloons, and people are holding them high. The atmosphere is festive and celebratory."
/home/ImageNet1k/n04456115/ILSVRC2012_val_00014480.JPEG,torch,A woman in a white tank top holds a torch up in a stadium. The stadium is filled with red seats and blue and white banners. The woman is smiling and seems happy.
/home/ImageNet1k/n04456115/ILSVRC2012_val_00008611.JPEG,torch,"A group of people on skis stand in a row in the dark, illuminated by glowing orange lights. The atmosphere is eerie and mysterious."
/home/ImageNet1k/n04456115/ILSVRC2012_val_00039596.JPEG,torch,"A group of people stand in a circle holding torches. They are wearing white, black, and red clothing. The scene is dark and moody."
/home/ImageNet1k/n03633091/ILSVRC2012_val_00047180.JPEG,ladle,"Two metal ladles, one with a hook, sit on a stone surface."
/home/ImageNet1k/n03633091/ILSVRC2012_val_00022704.JPEG,ladle,A white ladle hangs from a red and white crocheted blanket.
/home/ImageNet1k/n03633091/ILSVRC2012_val_00014570.JPEG,ladle,A child's hand holding a silver ladle over a metal bowl filled with colorful alphabet magnets.
/home/ImageNet1k/n03633091/ILSVRC2012_val_00000684.JPEG,ladle,A wooden table with a white plate holding a set of chopsticks and a ladle.
/home/ImageNet1k/n03633091/ILSVRC2012_val_00041426.JPEG,ladle,"A ladle is placed on a table, with a red wall in the background."
/home/ImageNet1k/n01531178/ILSVRC2012_val_00000570.JPEG,"goldfinch, Carduelis carduelis","A goldfinch, Carduelis carduelis, perches on a tree branch surrounded by green leaves. The bird's yellow feathers contrast with its black and white wings. The scene is serene and peaceful."
/home/ImageNet1k/n01531178/ILSVRC2012_val_00005567.JPEG,"goldfinch, Carduelis carduelis","A goldfinch, Carduelis carduelis, perches on a tree branch with pink flowers. The bird is yellow and black, with a small orange beak. The setting is outdoors, with a green background. The mood is peaceful and serene."
/home/ImageNet1k/n01531178/ILSVRC2012_val_00003548.JPEG,"goldfinch, Carduelis carduelis","A goldfinch, Carduelis carduelis, perched on a branch with pink flowers. The bird is yellow and gray, with a black beak. The sky is blue and clear. The mood is peaceful and serene."
/home/ImageNet1k/n01531178/ILSVRC2012_val_00041836.JPEG,"goldfinch, Carduelis carduelis","A goldfinch, Carduelis carduelis, perches on a tree branch. Its orange and black striped head contrasts with its white belly. The bird's orange beak contrasts with its white and black striped feathers. The scene has a peaceful and serene mood."
/home/ImageNet1k/n01531178/ILSVRC2012_val_00004893.JPEG,"goldfinch, Carduelis carduelis","A goldfinch, Carduelis carduelis, perches on a rock."
/home/ImageNet1k/n01984695/ILSVRC2012_val_00013815.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","A spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish sits on a rock in a green underwater setting. The colors are a mix of green and brown, with the lobster appearing to glow. The mood is serene and peaceful."
/home/ImageNet1k/n01984695/ILSVRC2012_val_00011714.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","A pair of spiny lobsters, langoustes, rock lobsters, crawfish, or crayfish, are on a metal surface. They are red and brown, with long claws. One lobster is facing forward, while the other is facing backward. The mood is curious and cautious."
/home/ImageNet1k/n01984695/ILSVRC2012_val_00026229.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","A spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish, sits on the ocean floor. Its shell is blue and orange, and it has white spots on its face. The water is clear and blue, and the mood is serene."
/home/ImageNet1k/n01984695/ILSVRC2012_val_00042315.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","A spiny lobster crawls on the sand, its vibrant orange and blue colors stand out against the black background."
/home/ImageNet1k/n01984695/ILSVRC2012_val_00008182.JPEG,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish","A pan of cooked spiny lobsters, langoustes, rock lobsters, crawfish, crayfish, and sea crawfish."
/home/ImageNet1k/n03602883/ILSVRC2012_val_00005657.JPEG,joystick,A grey and white joystick sits on a black surface. The joystick has a red button on top.
/home/ImageNet1k/n03602883/ILSVRC2012_val_00008424.JPEG,joystick,"A black and grey joystick sits on a blue surface. The joystick has a wire coming out of the top and a round base. The base has the word ""Handman"" written on it. The image has a blue and white filter applied."
/home/ImageNet1k/n03602883/ILSVRC2012_val_00046851.JPEG,joystick,"An orange and black joystick sits on a desk in front of a black keyboard. The orange ball on top of the joystick contrasts with the black background. The cord of the joystick is curled up next to it. The scene has a nostalgic feel, reminiscent of older gaming consoles."
/home/ImageNet1k/n03602883/ILSVRC2012_val_00005803.JPEG,joystick,A black PlayStation controller with orange and green buttons sits on a table.
/home/ImageNet1k/n03602883/ILSVRC2012_val_00021285.JPEG,joystick,A black joystick with a red button sits on a wooden table.
/home/ImageNet1k/n04069434/ILSVRC2012_val_00038099.JPEG,reflex camera,"An old reflex camera with a black and silver body and a large lens. The camera is on a white background, which provides a clean and minimalist setting. The camera is closed and ready to use, with its various settings and controls visible. The overall mood is nostalgic and classic, evoking memories of a bygone era of photography."
/home/ImageNet1k/n04069434/ILSVRC2012_val_00012086.JPEG,reflex camera,A woman with long hair holds a reflex camera in her hands. She is smiling and looking into the camera. The photo is in black and white.
/home/ImageNet1k/n04069434/ILSVRC2012_val_00048202.JPEG,reflex camera,A reflex camera with a lens attached and a strap. The camera is black and is sitting on a white surface. The camera is turned off.
/home/ImageNet1k/n04069434/ILSVRC2012_val_00014371.JPEG,reflex camera,"A reflex camera is shown in a sepia tone. The camera is made by Brownie and is from the 1940s. The lens is black and silver, and the camera has a metal body. The background is white. The mood is nostalgic and historical."
/home/ImageNet1k/n04069434/ILSVRC2012_val_00032853.JPEG,reflex camera,A reflex camera with the lens facing the viewer. The camera is black and has the word Olympus on it. The screen displays a cloud-filled sky with a sun setting behind a mountain. The camera is set on a white background.
/home/ImageNet1k/n02794156/ILSVRC2012_val_00002404.JPEG,barometer,A barometer is displayed in a glass case with other clocks and tide tables.
/home/ImageNet1k/n02794156/ILSVRC2012_val_00045889.JPEG,barometer,A gold and white barometer on a wooden wall.
/home/ImageNet1k/n02794156/ILSVRC2012_val_00008321.JPEG,barometer,A barometer is on a table in a room.
/home/ImageNet1k/n02794156/ILSVRC2012_val_00026137.JPEG,barometer,"A barometer with the needle pointing to the word ""Dugoia"" is displayed in black and white."
/home/ImageNet1k/n02794156/ILSVRC2012_val_00011803.JPEG,barometer,A close-up of a barometer with the word 'change' written on it. The needle points to the word 'change'. The background is a wooden table. The image has a warm and cozy mood.
/home/ImageNet1k/n02096437/ILSVRC2012_val_00012706.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",A Dandie Dinmont terrier stands on a white surface with a white background. The dog has a gray and white coat and a black tail. The dog's head is turned to the side and it has its mouth open. The mood is curious and playful.
/home/ImageNet1k/n02096437/ILSVRC2012_val_00027490.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",A Dandie Dinmont terrier is being walked by its owner. The dog is brown and white. The owner is wearing a black jacket and a tag that says 59. The setting is a competition. The mood is serious.
/home/ImageNet1k/n02096437/ILSVRC2012_val_00035027.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",A Dandie Dinmont Terrier stands on a brick step.
/home/ImageNet1k/n02096437/ILSVRC2012_val_00016759.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",A woman sitting on the floor with four Dandie Dinmont Terriers.
/home/ImageNet1k/n02096437/ILSVRC2012_val_00003380.JPEG,"Dandie Dinmont, Dandie Dinmont terrier","A Dandie Dinmont terrier stands on a white background, looking alertly at the camera. The dog has a grey and white coat with a tuft of hair on its head."
/home/ImageNet1k/n03887697/ILSVRC2012_val_00030096.JPEG,paper towel,A paper towel stained with various colors of paint.
/home/ImageNet1k/n03887697/ILSVRC2012_val_00039512.JPEG,paper towel,A paper towel holder made from a repurposed drill sits on a wooden table. The holder is made of metal and has a spiral design. The paper towel roll is white and sits on top of the holder. The scene has a minimalistic and industrial vibe.
/home/ImageNet1k/n03887697/ILSVRC2012_val_00049441.JPEG,paper towel,A black trash can filled with crumpled up paper towels.
/home/ImageNet1k/n03887697/ILSVRC2012_val_00013453.JPEG,paper towel,A stainless steel wall with a paper towel dispenser. The dispenser is half full of paper towels. The paper towels are white and thin.
/home/ImageNet1k/n03887697/ILSVRC2012_val_00034272.JPEG,paper towel,A roll of white paper towels sits on a wooden table. The paper towels are folded and have a slightly crumpled appearance. The label 'paper towel' is written on the image. The mood is practical and utilitarian.
/home/ImageNet1k/n04461696/ILSVRC2012_val_00012703.JPEG,"tow truck, tow car, wrecker","A tow truck and tow car are parked next to each other on the grass. The tow truck is red and black, and the tow car is blue. The tow truck has a crane on the back. The scene is set in a park with trees in the background. The mood is calm and peaceful."
/home/ImageNet1k/n04461696/ILSVRC2012_val_00014036.JPEG,"tow truck, tow car, wrecker","An old, rusted tow truck sits in a grassy yard in front of a white building. The truck has a wrecker on the front and is missing its hood."
/home/ImageNet1k/n04461696/ILSVRC2012_val_00007500.JPEG,"tow truck, tow car, wrecker",A tow truck is hauling a wrecked car. The car has been damaged and is black. The tow truck has lights on it. The scene is at night.
/home/ImageNet1k/n04461696/ILSVRC2012_val_00042732.JPEG,"tow truck, tow car, wrecker","A tow truck is parked on the grass, with a wrecker in the background. The tow truck is silver and black, with a large crane on the back. The truck has a wrecker sign on the door. The scene is set outdoors, with the tow truck parked on the grass. The colors are muted, with a hint of green from the leaves. The mood is somber, as the tow truck is likely used for towing cars that have broken down."
/home/ImageNet1k/n04461696/ILSVRC2012_val_00049076.JPEG,"tow truck, tow car, wrecker",A man in a green shirt is working on a red tow truck in a field. The tow truck is a red wrecker.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00026901.JPEG,"whiptail, whiptail lizard",A whiptail lizard sits on a person's finger.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00039049.JPEG,"whiptail, whiptail lizard",A striped whiptail lizard stands on dirt with its mouth open.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00010887.JPEG,"whiptail, whiptail lizard",A whiptail lizard on a dirt hill.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00042602.JPEG,"whiptail, whiptail lizard",A brown and black whiptail lizard sits on the sand.
/home/ImageNet1k/n01685808/ILSVRC2012_val_00005590.JPEG,"whiptail, whiptail lizard","A whiptail lizard with black and yellow stripes on its back, walking on a rocky surface."
/home/ImageNet1k/n03888605/ILSVRC2012_val_00029224.JPEG,"parallel bars, bars",A young boy in a green shirt stands on a porch with his hands on parallel bars. He is smiling at the camera.
/home/ImageNet1k/n03888605/ILSVRC2012_val_00027466.JPEG,"parallel bars, bars","A young boy wearing red overalls and a blue shirt stands on parallel bars. He is smiling and appears to be enjoying himself. The bars are white and silver, and the setting is a room with a chair and a couch. The mood is one of joy and accomplishment."
/home/ImageNet1k/n03888605/ILSVRC2012_val_00048531.JPEG,"parallel bars, bars","A gymnast in red and black is performing a handstand on parallel bars. The scene is a competition, with several people watching and a camera recording the event. The atmosphere is tense and exciting."
/home/ImageNet1k/n03888605/ILSVRC2012_val_00036323.JPEG,"parallel bars, bars","A gymnast in a red suit is performing on parallel bars, balancing on one leg. The setting is a competition, with spectators in the background. The man's actions are focused and determined, and the mood is one of intense concentration and athleticism."
/home/ImageNet1k/n03888605/ILSVRC2012_val_00034879.JPEG,"parallel bars, bars","A man is standing on parallel bars, balancing with his arms outstretched. The setting is an urban area with brick walls and a sidewalk. The sky is blue with white clouds. The mood is confident and daring."
/home/ImageNet1k/n01871265/ILSVRC2012_val_00026221.JPEG,tusker,Two men washing an elephant in a river.
/home/ImageNet1k/n01871265/ILSVRC2012_val_00046452.JPEG,tusker,"A tusker walks through the jungle, his ivory tusks gleaming in the sun."
/home/ImageNet1k/n01871265/ILSVRC2012_val_00041751.JPEG,tusker,A lone tusker walks through a lush green field.
/home/ImageNet1k/n01871265/ILSVRC2012_val_00038616.JPEG,tusker,An elephant splashes water with its tusks.
/home/ImageNet1k/n01871265/ILSVRC2012_val_00038663.JPEG,tusker,"An elephant with tusks stands in a field of dry grass and plants, eating leaves from a nearby tree. The elephant is grey and stands out against the brown and green background. The mood is calm and peaceful."
/home/ImageNet1k/n07754684/ILSVRC2012_val_00030442.JPEG,"jackfruit, jak, jack",A large green jackfruit hanging from a tree branch.
/home/ImageNet1k/n07754684/ILSVRC2012_val_00048159.JPEG,"jackfruit, jak, jack",A basket of green jackfruit sits on a table.
/home/ImageNet1k/n07754684/ILSVRC2012_val_00007797.JPEG,"jackfruit, jak, jack","Jackfruit, jak, jack. Jackfruit hanging from a line. Yellow fruit with brown stem."
/home/ImageNet1k/n07754684/ILSVRC2012_val_00039584.JPEG,"jackfruit, jak, jack",Jackfruit hanging from a tree branch.
/home/ImageNet1k/n07754684/ILSVRC2012_val_00045950.JPEG,"jackfruit, jak, jack",A bunch of yellow jackfruit hanging from a tree.
/home/ImageNet1k/n01828970/ILSVRC2012_val_00034631.JPEG,bee eater,A colorful bee eater perched on a tree branch.
/home/ImageNet1k/n01828970/ILSVRC2012_val_00024106.JPEG,bee eater,A green bee eater sits on a wire.
/home/ImageNet1k/n01828970/ILSVRC2012_val_00025360.JPEG,bee eater,"A colorful bird, possibly a bee eater, perched on a dead tree branch. The bird has a white head, a black beak, and green, orange, and red feathers. The background is out of focus, creating a soft, dreamy mood."
/home/ImageNet1k/n01828970/ILSVRC2012_val_00048142.JPEG,bee eater,"A colorful bird with a black and white stripe above its eye, a red patch on its neck, and a long, thin beak. It is perched on a branch with a blurry background."
/home/ImageNet1k/n01828970/ILSVRC2012_val_00040266.JPEG,bee eater,A colorful bird with a black beak perched on a branch.
/home/ImageNet1k/n03134739/ILSVRC2012_val_00023757.JPEG,croquet ball,A red and black bag with croquet balls and mallets spilling out sits on the ground. The bag is a rolling cart with wheels. The scene is a casual outdoor setting.
/home/ImageNet1k/n03134739/ILSVRC2012_val_00049247.JPEG,croquet ball,"A croquet ball set is displayed, with four balls and four mallets. The balls are blue, yellow, red, and black, and the mallets are blue, yellow, red, and black. The balls are arranged in a row, and the mallets are standing up next to them. The scene has a playful and lighthearted mood."
/home/ImageNet1k/n03134739/ILSVRC2012_val_00040399.JPEG,croquet ball,A croquet ball sits next to a toy robot on a green table.
/home/ImageNet1k/n03134739/ILSVRC2012_val_00033811.JPEG,croquet ball,"A man is playing croquet on a green lawn. He is holding a mallet and has three balls on the ground. One is red and white, one is blue and white, and one is black. The man is wearing white shorts and white socks. The scene has a playful and relaxed mood."
/home/ImageNet1k/n03134739/ILSVRC2012_val_00034157.JPEG,croquet ball,A person stands on the grass with a croquet ball and mallet. The ball is red and the mallet is wooden. The scene has a relaxed and leisurely mood.
/home/ImageNet1k/n09256479/ILSVRC2012_val_00015661.JPEG,coral reef,A coral reef with a fish swimming through it. The fish is gray and white. The water is blue. The mood is serene.
/home/ImageNet1k/n09256479/ILSVRC2012_val_00046480.JPEG,coral reef,"A coral reef with a variety of coral formations and fish swimming around. The colors are a mix of blues, greens, and whites. The mood is serene and peaceful."
/home/ImageNet1k/n09256479/ILSVRC2012_val_00028960.JPEG,coral reef,A group of blue and yellow striped fish swim above a coral reef. The reef is covered in purple and yellow coral and is home to various sea creatures. The mood is serene and peaceful.
/home/ImageNet1k/n09256479/ILSVRC2012_val_00007613.JPEG,coral reef,A coral reef with yellow and black fish swimming around. The fish are yellow and black and are swimming near the coral. The coral is white and brown. The scene is serene and peaceful.
/home/ImageNet1k/n09256479/ILSVRC2012_val_00017232.JPEG,coral reef,A coral reef with a variety of colorful fish swimming around. The reef is covered in various types of coral and sea plants. The mood is serene and peaceful.
/home/ImageNet1k/n02708093/ILSVRC2012_val_00019532.JPEG,analog clock,An analog clock with a black face and white numbers. The time is 10:02. The clock is displayed on a wall. The setting is indoors. The mood is neutral.
/home/ImageNet1k/n02708093/ILSVRC2012_val_00006740.JPEG,analog clock,An analog clock with a silver and black design sits on a black stand.
/home/ImageNet1k/n02708093/ILSVRC2012_val_00017973.JPEG,analog clock,"The image displays an analog clock set on a blue background. The clock's face is white and features black numbers and hands. The time reads 10:10. Below the clock, there is a calendar for April, with the 10th circled in red. The overall mood is one of productivity, with the clock and calendar suggesting a focus on time management and scheduling."
/home/ImageNet1k/n02708093/ILSVRC2012_val_00031694.JPEG,analog clock,A man's wrist with a silver and black analog clock on it.
/home/ImageNet1k/n02708093/ILSVRC2012_val_00035392.JPEG,analog clock,"The image displays an analog clock on a blue background, with a calendar and weather widget below. The clock's hands are at 10:20, and the time appears to be cloudy. The overall mood is one of time and organization."
/home/ImageNet1k/n04485082/ILSVRC2012_val_00009669.JPEG,tripod,A woman sitting at a table with a camera on a tripod in front of her. She is smiling and appears to be happy. The table has a glass bowl and a vase on it. The wall behind her is wooden.
/home/ImageNet1k/n04485082/ILSVRC2012_val_00036032.JPEG,tripod,A man on a ladder is holding a camera with a tripod. The building is made of bricks and has a bell tower. The sky is blue and the man is wearing a yellow shirt. He is focused on his work.
/home/ImageNet1k/n04485082/ILSVRC2012_val_00049256.JPEG,tripod,A black and white tripod lies on a gray tile floor.
/home/ImageNet1k/n04485082/ILSVRC2012_val_00011731.JPEG,tripod,A camera on a tripod in a field with mountains in the background. The sky is blue with white clouds. The camera is silver and black.
/home/ImageNet1k/n04485082/ILSVRC2012_val_00042052.JPEG,tripod,A camera on a tripod in a bedroom. The camera is on a wooden floor and is next to a bed. The room is dimly lit.
/home/ImageNet1k/n02259212/ILSVRC2012_val_00011820.JPEG,leafhopper,"A leafhopper, a colorful insect, sits on a green leaf."
/home/ImageNet1k/n02259212/ILSVRC2012_val_00028533.JPEG,leafhopper,A green leafhopper with large green wings sits on a green stem.
/home/ImageNet1k/n02259212/ILSVRC2012_val_00024868.JPEG,leafhopper,"A leafhopper is seen in close up, standing on a brown surface. The insect has transparent wings and a black and yellow striped head. The mood is calm and peaceful."
/home/ImageNet1k/n02259212/ILSVRC2012_val_00011535.JPEG,leafhopper,A leafhopper sits on a green leaf in a green field.
/home/ImageNet1k/n02259212/ILSVRC2012_val_00020354.JPEG,leafhopper,A leafhopper rests on a green leaf.
/home/ImageNet1k/n02843684/ILSVRC2012_val_00003952.JPEG,birdhouse,A green birdhouse hanging from a tree branch.
/home/ImageNet1k/n02843684/ILSVRC2012_val_00022132.JPEG,birdhouse,A white birdhouse with a copper roof sits on a post in a garden. The garden is filled with flowers and greenery.
/home/ImageNet1k/n02843684/ILSVRC2012_val_00015234.JPEG,birdhouse,"A birdhouse with a star and moon design is hanging from a tree. A bird is perched on the roof, and the birdhouse is surrounded by green leaves. The birdhouse is made of metal and has a rusted appearance. The scene has a peaceful and natural mood."
/home/ImageNet1k/n02843684/ILSVRC2012_val_00007812.JPEG,birdhouse,"A birdhouse stands tall in a lush green field. The sky is blue with white clouds, and the field is a vibrant green. The birdhouse is a simple structure, but it stands out against the natural backdrop. The mood is peaceful and serene, with a sense of tranquility in the scene."
